Sr No,Image File,Caption,source_dataset
32559,img2/insta32559,#killa #ratedr,instagram_data2
32560,img2/insta32560,Put in WERK! Put em in da dirt!!! #ratedr,instagram_data2
32561,img2/insta32561,#ratedR a modern take on that era,instagram_data2
32562,img2/insta32562,#ratedr #killa,instagram_data2
32563,img2/insta32563,#ratedr #killa,instagram_data2
32564,img2/insta32564,#RatedR #phuckyostuffedanimals,instagram_data2
32565,img2/insta32565,#NAVYphotochallenge #RatedREra post your fave Rated R moments!!!,instagram_data2
32566,img2/insta32566,She makes that look so good!! ;) @jennnrosales #amsterdam #motherland,instagram_data2
32567,img2/insta32567,I'm just a girl... #Amsterdam,instagram_data2
32568,img2/insta32568,Where am I??? At Heauxm!!!!!,instagram_data2
32569,img2/insta32569,Pops giving me word lastnight #dublin,instagram_data2
32570,img2/insta32570,Naked mermaid on my shirt #WAVES #silverspoonattire,instagram_data2
32571,img2/insta32571,#pink #skullylife #silverspoonattire,instagram_data2
32572,img2/insta32572,What I come home to at night!! My soulmate @jennnrosales #blessed #imaluckywoman,instagram_data2
32573,img2/insta32573,My new beenie!!! Y'all niggaz ain't on this shit!!! #silverspoon,instagram_data2
32574,img2/insta32574,#bratbitch are we there yet?,instagram_data2
32575,img2/insta32575,Holographic nights in #London ....,instagram_data2
32576,img2/insta32576,#SellAwf @gallest We gon be there getting ratch nasty wit you!,instagram_data2
32577,img2/insta32577,Rainy days in London Town #PhuckYoUmbrella,instagram_data2
32578,img2/insta32578,My baby daddy loves me!!!! #TomFord I love you! Thank you!,instagram_data2
32579,img2/insta32579,Boys love....,instagram_data2
32580,img2/insta32580,Me and Nuno... One of the best guitarists of all time!!! #legend #diamondsworldtour,instagram_data2
32581,img2/insta32581,#killa #diamondsworldtour,instagram_data2
32582,img2/insta32582,#Killa #diamondsworldtour,instagram_data2
32583,img2/insta32583,#diamondsworldtour #cardiff #boutdatUKlife #MyTurf,instagram_data2
32584,img2/insta32584,#diamondsworldtour #manchester #soldout,instagram_data2
32585,img2/insta32585,And yes those are all people!!!! #STADIUMKILLA #DiamondsWorldTour #CARDIFF #UK #Mine,instagram_data2
32586,img2/insta32586,#Paris you were a great time!! Next city #diamondsworldtour,instagram_data2
32587,img2/insta32587,@jennnrosales you're a dead give away!!! #ParisNights,instagram_data2
32588,img2/insta32588,"Ball so hard, bitch behave!!! #Clique #PaRih #EiffelTower #boutdattouristlife",instagram_data2
32589,img2/insta32589,My other other Benz @kristennoelgipson #wifey #PaRih #boutdattouristlife,instagram_data2
32590,img2/insta32590,#LostFiles #NightsInPaRih,instagram_data2
32591,img2/insta32591,Me being a lil fashawn heaux! #BalmainOffices #TheyOnlyPlayMyMusicInHere #HeCalledMeHisMUSE #IDiiiiiiieeeeddd @olivier_rousteing,instagram_data2
32592,img2/insta32592,Hey Daddy! @olivier_rousteing,instagram_data2
32593,img2/insta32593,Who's bad???! This phucking genius right here ---> @olivier_rousteing #BALMAINLife,instagram_data2
32594,img2/insta32594,#LostFile Playtime at the #Balmain studios the other day with @olivier_rousteing,instagram_data2
32595,img2/insta32595,Me and my baby!!!! @olivier_rousteing #diamondsworldtour #backstagelife #PaRih,instagram_data2
32596,img2/insta32596,Who cares? @jennnrosales,instagram_data2
32597,img2/insta32597,He took us to his showroom!!! #Alaia #afterhours #thatshowweballout #HowParisIsDone #ItsABajanThing #weknowwhyyoumadoverthurr,instagram_data2
32598,img2/insta32598,Mr Alaia getting all blushy after I planted my lipstick on em!,instagram_data2
32599,img2/insta32599,#AzzedineAlaia #LivingLegend,instagram_data2
32600,img2/insta32600,All white err thang !!!,instagram_data2
32601,img2/insta32601,I'm just different!! It's a #Coco thing!!,instagram_data2
32602,img2/insta32602,Checking my designs where #Coco checked hers!!! #imjustdifferent,instagram_data2
32603,img2/insta32603,Replicating a #Coco moment,instagram_data2
32604,img2/insta32604,Me getting a history lesson on #CoCo,instagram_data2
32605,img2/insta32605,THEE STAIRCASE!!! #Cocos,instagram_data2
32606,img2/insta32606,That legendary staircase #CoCos,instagram_data2
32607,img2/insta32607,Got the keys to #CoCoChanels apartment!!! Yesterday=Most Legendary day in Paris!!!!,instagram_data2
32608,img2/insta32608,Thank you to my dear friends at Chanel Paris!!!,instagram_data2
32609,img2/insta32609,#BADRIHmix #NavyRDie #Rasshole @walemmg,instagram_data2
32610,img2/insta32610,Look who just joined the #diamondsworldtour @caradelevingne #thuglife,instagram_data2
32611,img2/insta32611,My #bff is betta dan yourz @mforde11,instagram_data2
32612,img2/insta32612,It's about that time #BARCELONA,instagram_data2
32613,img2/insta32613,What is @yusefhairnyc doing up there?,instagram_data2
32614,img2/insta32614,Told you I'll be here forever!!! #NavyLifeDoe,instagram_data2
32615,img2/insta32615,I sell out stadiums... Call it what ya want!!! #diamondsworldtour,instagram_data2
32616,img2/insta32616,I see you aiming at my pedestal... I betta letcha know... #SOLDOUT #STADIUMSTATUS,instagram_data2
32617,img2/insta32617,Yea that's my nigga right there @jennnrosales #turkishlifestyle,instagram_data2
32618,img2/insta32618,#sorrymom @jennnrosales,instagram_data2
32619,img2/insta32619,Rolled up to my show on a yacht! #imjustdifferent #diamondsworldtour #ISTANBUL @jennnrosales,instagram_data2
32620,img2/insta32620,#RIGHTNOW #BRANDNEW #SINGLECOVER #Unapologetic #SummerAnthem #NavyTakeOva,instagram_data2
32621,img2/insta32621,Bitchin witcho bitch ass!!! #tiltheygetlockjaw,instagram_data2
32622,img2/insta32622,Bye bye #BILBAO :( thank you so much for being phucking epic!!!,instagram_data2
32623,img2/insta32623,"Bitchez be like....""#nomakeup """,instagram_data2
32624,img2/insta32624,Spain! #BILBAO #DWT #mylife,instagram_data2
32625,img2/insta32625,Smart work pays off!!! #workhardballhard,instagram_data2
32626,img2/insta32626,Lil ol me in my big ol tub!!! #moroccolife @charliebymz #swimwear,instagram_data2
32627,img2/insta32627,Morocco $treet,instagram_data2
32628,img2/insta32628,Tagged @mforde11 dry erase board on her shirt!!! #withlovefromMorocco,instagram_data2
32629,img2/insta32629,Guess who's back in #MOROCCO,instagram_data2
32630,img2/insta32630,ALL I SEE IZ $IGN$ #pouritupvideoshoot #stripclubsanddollabillz,instagram_data2
32631,img2/insta32631,#MTF at it again!!! @mforde11 doin major shit!!!,instagram_data2
32632,img2/insta32632,Just a casual day at the office #MTFphotomoment,instagram_data2
32633,img2/insta32633,That's my phuckin problem....right there ----> @mforde11,instagram_data2
32634,img2/insta32634,Bitches be like...Get away from my BFF!!!! @mforde11,instagram_data2
32635,img2/insta32635,#NEWYORK you were good to me! What will I do without you?,instagram_data2
32636,img2/insta32636,Flexin! #Pigalle,instagram_data2
32637,img2/insta32637,Whoa! #trippy,instagram_data2
32638,img2/insta32638,Err'thang I touch turns to Platinum!!! #thatdamnNavy,instagram_data2
32639,img2/insta32639,Me and @leleboo_phucku ya bish,instagram_data2
32640,img2/insta32640,#Straightlikethat #TBT,instagram_data2
32641,img2/insta32641,@jennnrosales haaaa! Girl I love you!!! #phuckyopapz,instagram_data2
32642,img2/insta32642,Summer in de air!!! #NYC,instagram_data2
32643,img2/insta32643,I woke up in a new....weave!,instagram_data2
32644,img2/insta32644,My award from @thefashionaddicts for being so phucking phierce!!! #Fendibaby,instagram_data2
32645,img2/insta32645,Bitches be like....#selfieSundayyyyy,instagram_data2
32646,img2/insta32646,Jocking my $hit!!! #rihverisland,instagram_data2
32647,img2/insta32647,#nyc #RIHverIsland #alldenimerrthang,instagram_data2
32648,img2/insta32648,"Got a thang for a King, but chu ain't a King!!!",instagram_data2
32649,img2/insta32649,Bad girls want a real niggaaa.... Cuz real niggaz just wanna phuck,instagram_data2
32650,img2/insta32650,The reason y'all hoe niggaz can't phase me #nonewfriends,instagram_data2
32651,img2/insta32651,Day 1 niggaz they stuck wit me tho,instagram_data2
32652,img2/insta32652,Work hard play hard! @Walemmg and I cooking up a lil treat!!! #studiolife,instagram_data2
32653,img2/insta32653,I'm so #CCcertified  u aint een know it!!,instagram_data2
32654,img2/insta32654,Spent the day with my favorite guy!!!! @rjfenty96 #bestdayever #mylilbroizbigazphuck #whyheposelikehechucknorris #thisniggagotamustache #andabeardthatheshaves,instagram_data2
32655,img2/insta32655,#RIHpost @lealorraine13,instagram_data2
32656,img2/insta32656,@mforde11 making me cake,instagram_data2
32657,img2/insta32657,On the road to destruction #cake,instagram_data2
32658,img2/insta32658,This shit was so cool!! #cake  #macririwoo,instagram_data2
32659,img2/insta32659,This bitch makes me throw up!! #bestdressed  #2013metgala @nicolerichie,instagram_data2
32660,img2/insta32660,Grab a seat!!!! #777 is on nowwww,instagram_data2
32661,img2/insta32661,Shhhhh!!! #777,instagram_data2
32662,img2/insta32662,#777 it's on nowwwww!!!! #FOX,instagram_data2
32663,img2/insta32663,BrooookLyyyyn.... #dwt,instagram_data2
32664,img2/insta32664,@itsjeremyscott helped me sing S&M LIVE tonight hehehe!! It was deep,instagram_data2
32665,img2/insta32665,Look who came to see me!! My lover Stella McCartney!!! #dwt,instagram_data2
32666,img2/insta32666,Yup! We definitely have more fun!! #blondelife #backstagebehavior @caradelevingne @georgiamayjagger,instagram_data2
32667,img2/insta32667,Backstage loving with my baby @itsjeremyscott,instagram_data2
32668,img2/insta32668,Bitch don't kill my vibe #borderbehaviour #throwback,instagram_data2
32669,img2/insta32669,I could trip a referee....#BROOKLYN meet  you here tomorrow!!!,instagram_data2
32670,img2/insta32670,She's all miiiiine!!!!,instagram_data2
32671,img2/insta32671,Yes I do!!! #BROOKLYN,instagram_data2
32672,img2/insta32672,Honey... I'm Heauxm!!!!,instagram_data2
32673,img2/insta32673,I'm so Lanvin!,instagram_data2
32674,img2/insta32674,#CANADA I'm baaaaack!!!! First stop #Montreal!! #DWT,instagram_data2
32675,img2/insta32675,Much love to my girls at the border! #tourlife #borderbehaviour,instagram_data2
32676,img2/insta32676,@marykatrantzou leather Tee #tomford heels @leleboo_phucku hair,instagram_data2
32677,img2/insta32677,#accessories #jenniferfisher #tomford,instagram_data2
32678,img2/insta32678,Caption for what?!,instagram_data2
32679,img2/insta32679,Ca$h rulez everything around me,instagram_data2
32680,img2/insta32680,We look like 2 vampires!! @og_ella,instagram_data2
32681,img2/insta32681,Found my main @mforde11 !!!! #phuckyosidepiece,instagram_data2
32682,img2/insta32682,Off to dinner with my side orders,instagram_data2
32683,img2/insta32683,Po it thee phuck up!!! (Photo cred @og_ella) #backstageproblems,instagram_data2
32684,img2/insta32684,Feels so good being bad,instagram_data2
32685,img2/insta32685,Getting bent back here! #DWT #backstagelife,instagram_data2
32686,img2/insta32686,Hello Kitty!,instagram_data2
32687,img2/insta32687,@misterode how could you be so hood? Thank you bro,instagram_data2
32688,img2/insta32688,Who u lovin? Who u wanna be huggin?,instagram_data2
32689,img2/insta32689,Dining out wit my side heauxz!!! #NYnights,instagram_data2
32690,img2/insta32690,Casually bawsin' #DWT #tourlife #buslife #phuckyolife #rugcostmorethanyolacefront,instagram_data2
32691,img2/insta32691,Flips bangs #BALTIMORE I came back for you!!!! Tonight is major!! #Bmorestandup #diamondsworldtour,instagram_data2
32692,img2/insta32692,She's a fashion killa,instagram_data2
32693,img2/insta32693,Shine bright bitch!!! #diamondsworldtour,instagram_data2
32694,img2/insta32694,Thanks @channyyxoxo and @vaunagram for my new gold heart bracelet! #phuckyophanz,instagram_data2
32695,img2/insta32695,"Throw it up, Throw it up.... Watch it all fall out",instagram_data2
32696,img2/insta32696,Bands make yo girl go dowwwwnnnnn...,instagram_data2
32697,img2/insta32697,Tippin at gunpoint #MagicCity #ATLnights,instagram_data2
32698,img2/insta32698,Show time!! #DWT,instagram_data2
32699,img2/insta32699,Me and my thugbitch @jennnrosales  #backstagelife #DWT #ATL,instagram_data2
32700,img2/insta32700,Drop a couple stats on em! #twirlondat #NavyRdie #heauxzgettinbulldozed #FindALaneAndStayThere #orNot,instagram_data2
32701,img2/insta32701,It's a big day in Billboard history!!!! We Rihwrite records over here! #youcantgetin  #thatdamnRihannareign,instagram_data2
32702,img2/insta32702,#shoegasm #shoegame #awesome #sneakernight #CCcertified #imuhphuckinembarassyou,instagram_data2
32703,img2/insta32703,It's the weekend and I'm creeping with my niggaz,instagram_data2
32704,img2/insta32704,Who you reppin?? #KingJamesLovin,instagram_data2
32705,img2/insta32705,@mforde11 and I ballin at the ball game #HeatLovin,instagram_data2
32706,img2/insta32706,"Playin hard to get, but he loves me!",instagram_data2
32707,img2/insta32707,Pool day,instagram_data2
32708,img2/insta32708,"Wild for the night, phuck being polite!",instagram_data2
32709,img2/insta32709,K.O.D got me a #420 welcome #cake to pop my cherry! #whenwillyourfave,instagram_data2
32710,img2/insta32710,I still got my money #420,instagram_data2
32711,img2/insta32711,But guess who I met today? @colormenae This pic is epic!,instagram_data2
32712,img2/insta32712,Only bad bitches get backstage on the #DIAMONDSWorldTour #nobasiczone @adrianalima,instagram_data2
32713,img2/insta32713,What a crew,instagram_data2
32714,img2/insta32714,Our #420 on #420 #clique,instagram_data2
32715,img2/insta32715,"Whatever you guys are, I love you!!",instagram_data2
32716,img2/insta32716,Just me and my cockpit,instagram_data2
32717,img2/insta32717,#DIAMONDSWORLDTOUR I'm back!!! #Tampa we're coming to find you!!!,instagram_data2
32718,img2/insta32718,Heartbreaking. #PRAY4BOSTON,instagram_data2
32719,img2/insta32719,Bu$ party!!! Next stop #SanDiego,instagram_data2
32720,img2/insta32720,@mforde11 bday hats,instagram_data2
32721,img2/insta32721,Awe I looooove you eeeeeemmmmmm!!!! @mforde11 happy birthday to the #illest,instagram_data2
32722,img2/insta32722,Haaaaa!!!! Got you!!! In to pannies and all,instagram_data2
32723,img2/insta32723,Wooooiiiiiiiiiii @mforde11 WAKE UP!!! It's your birthday heaux!!!!,instagram_data2
32724,img2/insta32724,Time to get this bitch @mforde11 out the bed!!!,instagram_data2
32725,img2/insta32725,"Hair like Rihanna, shoe game's awesome! #TomFord",instagram_data2
32726,img2/insta32726,Hehehe...That pretty much sums it up! #navylife,instagram_data2
32727,img2/insta32727,Rude gyal!!!,instagram_data2
32728,img2/insta32728,Evidence of an epic night!!! #wokeupinmyTomFordes,instagram_data2
32729,img2/insta32729,#clique @leleboo_phucku @og_ella just touched down in #SANJOSE for #DWT,instagram_data2
32730,img2/insta32730,Whurr my navy @,instagram_data2
32731,img2/insta32731,Attitude gyal,instagram_data2
32732,img2/insta32732,Look who came to play at the pool today #ladybird #oxymoron,instagram_data2
32733,img2/insta32733,Just like ol' times #mamasgirl,instagram_data2
32734,img2/insta32734,Me and Mama Fenty doing some bday damage! She's radical man! #phuckyobirthday,instagram_data2
32735,img2/insta32735,Bad gals do it well! She's my fav,instagram_data2
32736,img2/insta32736,#rihpost @leleboo_phucku better quality lol,instagram_data2
32737,img2/insta32737,My sweets!!! She's pure bashment here!!! #birthdaygirl #ohmama,instagram_data2
32738,img2/insta32738,I got it from my mama #birthdaymama,instagram_data2
32739,img2/insta32739,EMPRESS! #birthdaymama,instagram_data2
32740,img2/insta32740,She's my rock so I hold on to she tight!!!,instagram_data2
32741,img2/insta32741,I don't think about you at all #cccertified,instagram_data2
32742,img2/insta32742,My mint green Celine's,instagram_data2
32743,img2/insta32743,Today's mail includes ....,instagram_data2
32744,img2/insta32744,Shoutout to my niggas at the border! #SEATTLE here we come,instagram_data2
32745,img2/insta32745,Cropped denim farmer brown top #RIHANNAforRIVERISLAND (photo cred: @leleboo_phucku ),instagram_data2
32746,img2/insta32746,Rockin dat #RIHforRIVERISLAND,instagram_data2
32747,img2/insta32747,Fun times lastnight #cccertified,instagram_data2
32748,img2/insta32748,It's only March people... #2013isalreadyowned #staytuned #MoneyOvaBitchez,instagram_data2
32749,img2/insta32749,Making the best of this! Shout out to my Navi #phuckyosnowangel,instagram_data2
32750,img2/insta32750,All I see is $now!!!,instagram_data2
32751,img2/insta32751,I betcha wanna know what I'm all about #alliseeissigns,instagram_data2
32752,img2/insta32752,RAW!!! #givenchy thanks Riccardo! Ok Ok I'll marry you!! #1Love,instagram_data2
32753,img2/insta32753,My new broad came from Paris!!,instagram_data2
32754,img2/insta32754,Chocolate #diamonds,instagram_data2
32755,img2/insta32755,Rad as phuck! Mini cup #cakes #chicago,instagram_data2
32756,img2/insta32756,My driver is in here goin Haarrrrrddd as cunt to Too Short!! #whatsmyfavoriteword,instagram_data2
32757,img2/insta32757,This Chicago traffic is not working,instagram_data2
32758,img2/insta32758,My bedroom floats over the rest of the room! Super cool,instagram_data2
32759,img2/insta32759,Here comes the snow!!! :),instagram_data2
32760,img2/insta32760,#dolly #birthdaygirl,instagram_data2
32761,img2/insta32761,The way she looked at me was epic!!! #happybirthdaydolly,instagram_data2
32762,img2/insta32762,I could understand every word she wanted to say #happybirthdaydolly,instagram_data2
32763,img2/insta32763,I would never forget this day #happybirthdayDolly,instagram_data2
32764,img2/insta32764,#birthdaygirl #grangrandolly,instagram_data2
32765,img2/insta32765,This lady is flawless!!! #birthdaygirl #grangrandolly,instagram_data2
32766,img2/insta32766,Wrist to wrist!!! #grangrandolly,instagram_data2
32767,img2/insta32767,Our last birthday together #PiscesLife #GranGranDolly #BirthdayGirl #ihatecrying,instagram_data2
32768,img2/insta32768,Happy Birthday Gran Gran!!! Today is not the same without you here,instagram_data2
32769,img2/insta32769,Hanging out wit my brother @laronsmith #StPaddysPreCelebration #family #ROCnationLife,instagram_data2
32770,img2/insta32770,Artistic Colour Gloss #Charming get into it!,instagram_data2
32771,img2/insta32771,It's #RedNoseDay get your #StellaMcCartney red nose tee and support the cause,instagram_data2
32772,img2/insta32772,Special delivery!!! Thank you Riccardo! #tourlife#goodlife #heelsgivenchyhuh,instagram_data2
32773,img2/insta32773,#clique #dancersareathletes,instagram_data2
32774,img2/insta32774,Ain't nobody phuckin wit my #clique @yusefhairnyc thanks for turning my hurr out,instagram_data2
32775,img2/insta32775,Palms rise to the universe #DiamondsWorldTour #getaquainted,instagram_data2
32776,img2/insta32776,Look wuh ya girl do!!! All I see iz $ign$ #allmyniggaznavi,instagram_data2
32777,img2/insta32777,"No words, just DIAMONDS!!! #EPICshit #BUFFALO $old out!!!",instagram_data2
32778,img2/insta32778,"Late birthday gift, vintage Chanel anklet #CCcertified",instagram_data2
32779,img2/insta32779,Fierce kitties #backstagelife #RIHverIsland,instagram_data2
32780,img2/insta32780,TUH..... OWNED!!!,instagram_data2
32781,img2/insta32781,#ELITEshit #phuckyodetails,instagram_data2
32782,img2/insta32782,I've been WAITING on this moment!!! And just like that...,instagram_data2
32783,img2/insta32783,Nuff said,instagram_data2
32784,img2/insta32784,Bitches = sons,instagram_data2
32785,img2/insta32785,Walk up in dis bitch like I own a ho!!! #phuckyophashion,instagram_data2
32786,img2/insta32786,"""What you know bout designs ho?""",instagram_data2
32787,img2/insta32787,#twerkNavy #noDlistersallowed,instagram_data2
32788,img2/insta32788,Let the races begin #RIHverIsland,instagram_data2
32789,img2/insta32789,#EPIC shit!!! A glimpse at the line outside #RiverIsland tonight,instagram_data2
32790,img2/insta32790,#  #phuckyophuckyo,instagram_data2
32791,img2/insta32791,Bandz make yo gurl go dooown!!!,instagram_data2
32792,img2/insta32792,Happy birthday to my fam @kickstand_ohb  #PiscesLife,instagram_data2
32793,img2/insta32793,"Another day, another wig snatch't  #phuckyoviewz #phuckyofav #phuckyophanz #allmyniggazNavi",instagram_data2
32794,img2/insta32794,"#CCcertified , #RICH #joyrich",instagram_data2
32795,img2/insta32795,Oh really? Is that so?,instagram_data2
32796,img2/insta32796,Heauxm  sweet  Heauxm,instagram_data2
32797,img2/insta32797,Me and my #RASTAwoman balloons,instagram_data2
32798,img2/insta32798,My bitch loves me @jennnrosales,instagram_data2
32799,img2/insta32799,My #hoes,instagram_data2
32800,img2/insta32800,Me and my big little brother,instagram_data2
32801,img2/insta32801,Me and my bro @gallest,instagram_data2
32802,img2/insta32802,#25 feels so phuckin sexy,instagram_data2
32803,img2/insta32803,#CAKE I was so rude this day!!!,instagram_data2
32804,img2/insta32804,Missing you today especially #grangranDolly my guardian angel,instagram_data2
32805,img2/insta32805,Anna Wintour thank you for covering my show!!! #VogueLife,instagram_data2
32806,img2/insta32806,Look at cho girl! Walked up in that bitch like I owned a ho,instagram_data2
32807,img2/insta32807,I phucking loooove this one @misterode #dopedealershit,instagram_data2
32808,img2/insta32808,Thank you @misterode and @artbandit85 #BIRTHDAYbehavior,instagram_data2
32809,img2/insta32809,Spotlight item #RIHforRiverIsland,instagram_data2
32810,img2/insta32810,#ElleUK Cover shoot #SUPERMODELbehavior stay tuned,instagram_data2
32811,img2/insta32811,They got the memo #birthdaybehavior,instagram_data2
32812,img2/insta32812,That's what they say #trapstar #howcouldyoubesohood #butyousophuckinpop,instagram_data2
32813,img2/insta32813,I know you want my cropped knot tank #RIHforRiverIsland,instagram_data2
32814,img2/insta32814,@jennnrosales already started celebrating MY birthday!!! Haa #PoItUpPoItUp,instagram_data2
32815,img2/insta32815,Roses are green! Somebody knows how to make me happy,instagram_data2
32816,img2/insta32816,Love me...I'm #DOPE,instagram_data2
32817,img2/insta32817,#thatdamnReign just won't let up!! #grammylife #navyeffect,instagram_data2
32818,img2/insta32818,Where my bitches @ ????,instagram_data2
32819,img2/insta32819,Marleys and I #BackstageLife,instagram_data2
32820,img2/insta32820,Be secure! #dn,instagram_data2
32821,img2/insta32821,"Exhibit A .... Clearly, just walked into the building #terry",instagram_data2
32822,img2/insta32822,The infamous frames #terry on my way out of the building,instagram_data2
32823,img2/insta32823,@terryrichardsonstudio and I on set,instagram_data2
32824,img2/insta32824,#terry #outtakes,instagram_data2
32825,img2/insta32825,#terry #outtakes,instagram_data2
32826,img2/insta32826,#TERRY #outtakes,instagram_data2
32827,img2/insta32827,@terryrichardsonstudio #outtakes,instagram_data2
32828,img2/insta32828,@terryrichardsonstudio #outtakes,instagram_data2
32829,img2/insta32829,@terryrichardsonstudio #outtakes,instagram_data2
32830,img2/insta32830,@terryrichardsonstudio #OUTTAKES,instagram_data2
32831,img2/insta32831,Feb 3 #rolemodelshit #photochallenge,instagram_data2
32832,img2/insta32832,"Heading to set, M$$ rapping in the backseat @mforde11 #STAY",instagram_data2
32833,img2/insta32833,Feb 2 #BFFLife @mforde11 we da bestest,instagram_data2
32834,img2/insta32834,Feb 1 #lockscreen #grangranDolly,instagram_data2
32835,img2/insta32835,February: like I own a ho,instagram_data2
32836,img2/insta32836,Hello to my fav month,instagram_data2
32837,img2/insta32837,"How could you be so #hood , but you so phuckin #pop",instagram_data2
32838,img2/insta32838,Mama is a #RollingStone baby.... Again!!,instagram_data2
32839,img2/insta32839,#RIHpost sneak peek of my shoot today with @mertalas,instagram_data2
32840,img2/insta32840,Getcho own shit heaux,instagram_data2
32841,img2/insta32841,Employee of the month #professionalism,instagram_data2
32842,img2/insta32842,Long az my bitches love me,instagram_data2
32843,img2/insta32843,All I see is $ign$,instagram_data2
32844,img2/insta32844,My first @terryrichardsonstudio shoot!! #robinthicke #throwbackriri,instagram_data2
32845,img2/insta32845,#throwbackriri legendary night #bonjovirules,instagram_data2
32846,img2/insta32846,#whenIwas17 I had ph*** me pumps,instagram_data2
32847,img2/insta32847,#throwbackriri #barbados,instagram_data2
32848,img2/insta32848,#throwbackriri #2006,instagram_data2
32849,img2/insta32849,"Every day, every night , all the time...",instagram_data2
32850,img2/insta32850,#BARBADOS Tourism Campaign,instagram_data2
32851,img2/insta32851,"You a real nigga, then phuck wit me! #GOLD",instagram_data2
32852,img2/insta32852,DIAMONDS WORLD TOUR #rehearsal,instagram_data2
32853,img2/insta32853,What's the issue?,instagram_data2
32854,img2/insta32854,#RIHpost @hellobarbie,instagram_data2
32855,img2/insta32855,Your fave's fave.  @terryrichardsonstudio is the be$t,instagram_data2
32856,img2/insta32856,#dopedealershit @misterode,instagram_data2
32857,img2/insta32857,Mr. Prez,instagram_data2
32858,img2/insta32858,Lights. Camera. Action #alliseeizsignz,instagram_data2
32859,img2/insta32859,Lil miss sunshine,instagram_data2
32860,img2/insta32860,Buckle up bitches,instagram_data2
32861,img2/insta32861,Pull up to the scene with my ceiling missin' #CaliLove,instagram_data2
32862,img2/insta32862,My boo,instagram_data2
32863,img2/insta32863,Good morning,instagram_data2
32864,img2/insta32864,Where the phuck iz my lighter?,instagram_data2
32865,img2/insta32865,Only Jah can move mountains,instagram_data2
32866,img2/insta32866,#throwbackriri on the runways of Milan Fashion Week #DSquared,instagram_data2
32867,img2/insta32867,#throwbackriri #BritishVOGUE,instagram_data2
32868,img2/insta32868,#throwbackRiRi @rihannaoverdose,instagram_data2
32869,img2/insta32869,All I got are these photographs #phuckyoshirt,instagram_data2
32870,img2/insta32870,#SINGLEcover for #STAY,instagram_data2
32871,img2/insta32871,#SINGLEcover for #POURitUP,instagram_data2
32872,img2/insta32872,#complex #selfieLife,instagram_data2
32873,img2/insta32873,#complex #RihannaforRiverIsland jacket #phuckyodesigner,instagram_data2
32874,img2/insta32874,POV #complex,instagram_data2
32875,img2/insta32875,UNAPOLOGETIC #complex #cover7,instagram_data2
32876,img2/insta32876,Talk That Talk #complex #cover6,instagram_data2
32877,img2/insta32877,LOUD #complex #cover5,instagram_data2
32878,img2/insta32878,Rated R #complex #cover4,instagram_data2
32879,img2/insta32879,Good Girl Gone Bad #Complex #cover3,instagram_data2
32880,img2/insta32880,A Girl Like Me #Complex #cover2,instagram_data2
32881,img2/insta32881,Music of the Sun #Complex #cover1,instagram_data2
32882,img2/insta32882,My Sunday night!,instagram_data2
32883,img2/insta32883,Christmas all over again! Thank you Marc #jacobsrules,instagram_data2
32884,img2/insta32884,#red #croc #newphuckmepumpz #blahnikbitches Thank you Manolo,instagram_data2
32885,img2/insta32885,"I thought i loved these, So much better in person @charliebymz Thank you Matthew",instagram_data2
32886,img2/insta32886,My new carry on! Thank you Riccardo,instagram_data2
32887,img2/insta32887,#babyriri #2chainz #butigotmeafewon,instagram_data2
32888,img2/insta32888,Fire crotch,instagram_data2
32889,img2/insta32889,#babyRiRi in JAMROCK,instagram_data2
32890,img2/insta32890,Like I own a ho,instagram_data2
32891,img2/insta32891,G4L Mr Prez,instagram_data2
32892,img2/insta32892,I aced,instagram_data2
32893,img2/insta32893,Bitch don't kill my vibe,instagram_data2
32894,img2/insta32894,Stay scheming,instagram_data2
32895,img2/insta32895,We all have a purpose!! #dn,instagram_data2
32896,img2/insta32896,I bet you wanna know what Im all about,instagram_data2
32897,img2/insta32897,Bitch don't kill my vibe,instagram_data2
32898,img2/insta32898,Don't forget who you are,instagram_data2
32899,img2/insta32899,True life,instagram_data2
32900,img2/insta32900,#thuglife #prisoncharts #theyfuckswitdatdamnnavy,instagram_data2
32901,img2/insta32901,Full stop,instagram_data2
32902,img2/insta32902,This nug look like a skull or am I just....?,instagram_data2
32903,img2/insta32903,All I see is $ign$,instagram_data2
32904,img2/insta32904,U don't want it with this trill ass bitch!! Lol #grannyNavi,instagram_data2
32905,img2/insta32905,Full moon out tonight!,instagram_data2
32906,img2/insta32906,Part of my #barbados campaign! Miss the beach!!!,instagram_data2
32907,img2/insta32907,Sneak peek #Barbados,instagram_data2
32908,img2/insta32908,#dopedealershit #realsupermodelshit,instagram_data2
32909,img2/insta32909,This man will forever be a legend in my eyes #MichealBolton,instagram_data2
32910,img2/insta32910,Santa baby! Hurry down the chimney tonight! Is it too late to be nice?,instagram_data2
32911,img2/insta32911,A white sand Christmas! #barbados #throwback,instagram_data2
32912,img2/insta32912,I love you!,instagram_data2
32913,img2/insta32913,My kinda Christmas,instagram_data2
32914,img2/insta32914,It's that time,instagram_data2
32915,img2/insta32915,Throwback to my broski in Barbados!! He grew into a tremendous gentleman!! #proudsis,instagram_data2
32916,img2/insta32916,Maybe next time,instagram_data2
32917,img2/insta32917,Your fave,instagram_data2
32918,img2/insta32918,My #clique,instagram_data2
